영상ID,제목,조회수,댓글수,좋아요수,썸네일,영상설명,바이럴지표
fMR3-0-gpYw,"드디어 해피홈 시작했는데, 제 2의 너굴이를 만나버렸습니다.",1211576,450,8717,https://i.ytimg.com/vi/fMR3-0-gpYw/hqdefault.jpg,"끝나지 않는 노동의 굴레.
 
 #동물의숲 #모동숲 #모여봐요동물의숲 #ACNH
 
 🏝섬 이름 : 아보카도🥑 (Abcado)
 👩주민대표 : 아오니 (Aoni)
 🌙꿈번지 : DA-2528-5743-8067
 🌟‍인스타그램 : aonioni_
 
 ----
 
 [타임라인]
 00:00 솜이와의 만남
 06:07 첫 번째 고객 반말 코끼리
 11:34 진짜 이게 끝이야?
 
 ---
 
 [음성 출처]
 본 음성은 인공지능 성우 서비스 타입캐스트에서 제작되었습니다.
 인공지능 성우 호빈이",4.51E+13
vkEuW6OWmwQ,최고로 어렵다는 주민 액자 받으려다가 환장할 뻔한 이야기,845597,418,12145,https://i.ytimg.com/vi/vkEuW6OWmwQ/hqdefault.jpg,"우리 섬 용남이는 고집불통
 
 🏝섬 이름 : 아보카도🥑 / 마라도
 👩주민대표 : 아오니
 🌙꿈번지 : DA-2528-5743-8067 / DA-6351-3927-7264
 🌙해피홈 : RA-1157-2190-7226
 🌟‍인스타그램 : aonioni_
 🌟‍팬카페 : https://cafe.naver.com/aonioni
 🌟‍문의 : aoni_37@naver.com
 
 #아오니 #동물의숲 #모동숲
 
 [BGM 출처]
 🎵Music provided by 브금대통령 
 🎵Track : 귀여운 BGM 모음 2 - https://youtu.be/Gkh-wz-cHyg
 🎵Track : 웃기고있네 - https://youtu.be/aY7VLF71pNM
 🎵Track : 도둑의 계획 - https://youtu.be/CKuI-6-Izhc
 🎵Track : 안졸리나 졸리다 - https://youtu.be/NNKNQMeWhm4
 🎵Track : 인생의 회전초밥 - https://youtu.be/0H-nSaK53iI
 🎵Track : Chicken Run - https://youtu.be/Jxn_5jtrulA
 🎵Track : Van Life - https://youtu.be/Mo76TCkFoJQ
 🎵Track : 집순이 - https://youtu.be/uiTv6WCOrAU
 🎵Track : 사랑의 연 - https://youtu.be/v1eemRhj7ww
 🎵Track : 간식 - https://youtu.be/jWFZR8vPaTY
 
 🎵Music : 'Bread Lover' by @dalkomsounds
 🎵Link : https://www.youtube.com/watch?v=rF00ZO28Mig
 
 Prod. 브금공방
 Light steps - https://www.youtube.com/watch?v=5WJsJEpsVOs
 
 출처및저작권표시 - 공유마당, CC BY
 링크 - https://gongu.copyright.or.kr/gongu/wrt/wrt/view.do?wrtSn=13243505&menuNo=200026",4.18E+13
UHWw9gYKOtU,무조건 마일섬에서 첫 번째로 나오는 친구 데려오기 | 모동숲 일상 | ACNH,1010756,362,8538,https://i.ytimg.com/vi/UHWw9gYKOtU/hqdefault.jpg,"과연..?
 
 #동물의숲 #모동숲 #모여봐요동물의숲 #ACNH
 
 🏝섬 이름 : 아보카도🥑 (Abcado)
 👩주민대표 : 아오니 (Aoni)
 🌙꿈번지 : DA-2528-5743-8067
 🌟‍인스타그램 : aonioni_
 
 ---
 
 [타임라인]
 00:00 이사 보낼 준비
 02:57 내보내기 대작전
 04:52 잘가...
 07:04 새로운 만남
 10:53 K.K.소울
 
 ---
 
 [BGM 출처]
 🎵Music provided by 브금대통령
 🎵Track : 귀여운 BGM 모음 2 - https://youtu.be/Gkh-wz-cHyg
 🎵Track : 와 이거 뭔데 - https://youtu.be/7zswBFefpLU",3.63E+13
dz10wySgCOc,모동숲의 흔한 일상 (feat.도플갱어),840043,346,10118,https://i.ytimg.com/vi/dz10wySgCOc/hqdefault.jpg,"진짜 최종_최최종_최최최종
 
 #동물의숲 #모동숲 #모여봐요동물의숲
 
 🏝섬 이름 : 아보카도🥑 (Abcado)
 👩주민대표 : 아오니 (Aoni)
 🌙꿈번지 : DA-2528-5743-8067
 🌙해피홈 : RA-1157-2190-7226
 🌟‍인스타그램 : aonioni_
 
 ---
 
 [BGM 출처]
 🎵Music provided by 브금대통령
 🎵Track : 나는야 장난꾸러기 - https://youtu.be/MYLjqNApdTE
 🎵Track : 와 이거 뭔데 - https://youtu.be/7zswBFefpLU
 🎵Track : 뉘예뉘예 - https://youtu.be/r0zC62qBm_w
 🎵Track : 3월의 불멍 - https://youtu.be/E5Veny7_QkQ
 
 [음성 출처]
 본 음성은 인공지능 성우 서비스 타입캐스트에서 제작되었습니다.
 인공지능 성우 호빈이, 대길, 아봉",3.46E+13
wwqprH9IWj8,털난 토끼 뽑으려 했는데 웬 햄스터가 이사 오겠다네요 ㅇㅂㅇa;; [지컨],934049,345,11466,https://i.ytimg.com/vi/wwqprH9IWj8/hqdefault.jpg,"#모동숲 #모여봐요동물의숲 #동물의숲
 🖤풀버전 보러 ㄱrブl 📅 211203
 🤍スΙ컨 생방송 ㉰㉦ㅣ 보㉠ㅣhttps://bit.ly/2kyCIWu
 🖤팬 ㅋΓ페로 놀ㄹ┥ 와...。http://cafe.daum.net/zkern
 🤍멤버십 フト입ㅎΗ丕 https://www.youtube.com/channel/UC0z8bddfRBRBmEC-AjI6UXw/join
 🖤しΗ 사생활Ｏ| 궁금㉭ㅐ...? https://www.instagram.com/zkern_official/
 
 🤍편집: 레몬",3.45E+13
eQtDJ0AeLoI,모동숲 애플 뽀야미가 인기 주민인 이유 🐹,743821,242,26771,https://i.ytimg.com/vi/eQtDJ0AeLoI/hqdefault.jpg,"#shorts #샐리의모동숲 #모동숲tmi
 
 🎵Music provided by 브금대통령
 🎵Track : 귀여운 BGM 모음 - https://youtu.be/hgNrf9QqAA0",2.42E+13
Z06h_VqJotM,[모동숲] 마일섬 공감 100% #Shorts,453083,213,10596,https://i.ytimg.com/vi/Z06h_VqJotM/hqdefault.jpg,,2.13E+13
8M0K0hhg54k,혼자 살고 싶어 하는 주민들 (모동숲),788518,162,20559,https://i.ytimg.com/vi/8M0K0hhg54k/hqdefault.jpg,,1.62E+13
6hqdzSsrkdo,애플이랑 부케가 싸웠습니다 [모여봐요 동물의숲 마지막화],670124,1612,5995,https://i.ytimg.com/vi/6hqdzSsrkdo/hqdefault.jpg,"#모동숲 #마지막 #엔딩
 
 ◆ 트위치 생방송 https://www.twitch.tv/kimbangduck
 ◆ 문의 혹은 하고 싶은 말 kbd2018@naver.com
 ◆ 팬카페 https://cafe.naver.com/gyeonnim",1.61E+13
E5b4TF6HPog,"모동숲 이사노가다. 이사보내기 100%성공 방법 【동물의숲 주민이사, 이사보내는 방법】",709057,1600,6174,https://i.ytimg.com/vi/E5b4TF6HPog/hqdefault.jpg,"모동숲 이사노가다. 100%성공 강제 이사 방법 
 
 【동물의숲 주민이사, 골라서 이사보내기】
 
 영상 보시면서 천천히 따라하시면
 
 보내고 싶은 주민 골라서 보내실수있어요.
 
 동물의숲 위시주민을 모두 채우는 그날까지~~!!!
 
 #모동숲 #모동숲이사노가다 #모동숲이사보내기",1.60E+13
jiKoY6oVbUU,【모동숲 | 일상】 마일리지 티켓(이용권) 700장으로 주민뽑기! 올리비아를 데려와보자! (Animal Crossing: New Horizons),444512,1582,3752,https://i.ytimg.com/vi/jiKoY6oVbUU/hqdefault.jpg,"안녕하세요 여러분 사니입니다.
 오늘 영상은 그동안 쌓아뒀던 마일리지 티켓으로 
 마일섬에서 새로운 주민, 올리비아를 데려오는 영상입니다.
 응원해주시는 댓글들은 정말 큰 힘이 되고있습니다.
 감사합니다.
 
 
 * 수정사항이 생겨 영상을 재업로드 하게되었습니다.
 
 
 
 ▬▬▬▬▬▬▬▬▬음악▬▬▬▬▬▬▬▬▬
 ------------------------------------------------------------------
 Music by RiRie's Symphony
 Music provided by RiRie's Symphony
 
 Track : 귀여운 음악 bgm 作業用 [RiRie's Symphony Good Morning!]
 Watch : https://www.youtube.com/watch?v=9HTqlYWNjoQ
 
 Track : 유튜버 무료 브금 - 일상 bgm - 귀여운 음악 [RiRie's Symphony 호기심쟁이]
 Watch : https://www.youtube.com/watch?v=wSiIKTmI4OQ
 -----------------------------------------------------------------
 
 
 -----------------------------------------------------------------
 Music by 브금대통령
 Music provided by 브금대통령
 
 Track : Paesaggio Italiano
 Watch : https://youtu.be/9PRnPdgNhMI
 
 Track : Travel
 Watch : https://youtu.be/TlbmzMYDJJ8
 
 Track : Everyday Picnic
 Watch : https://youtu.be/h0HtDfVzIys
 
 Track : Piece Of Cake
 Watch : https://youtu.be/P0SfHRQY1A4
 ----------------------------------------------------------------
 ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
 
 
 
 #모동숲 #동물의숲 #ACNH #あつ森",1.58E+13
erA97JPrzwQ,동숲 주민이 병에 걸리는 이유,675354,149,17242,https://i.ytimg.com/vi/erA97JPrzwQ/hqdefault.jpg,"사실 살아있는 게 기적이었다고 한다
 
 * 모동숲 영상 연속으로 보기(재생목록) https://www.youtube.com/playlist?list=PLgwe3yiGeN-hido3XcTVz3vjyppAsGDfD
 
 
 #모동숲 #동물의숲 #동숲업데이트",1.49E+13
y3BpD7hiLIk,모동숲 비주얼 담당 사슴 주민들의 비밀,758302,124,21852,https://i.ytimg.com/vi/y3BpD7hiLIk/hqdefault.jpg,#SHORTS,1.24E+13
sg5Isuu5BkM,섬을 떠나고 싶은 주민들 [모여봐요 동물의숲 24화],681025,1088,5113,https://i.ytimg.com/vi/sg5Isuu5BkM/hqdefault.jpg,"#모동숲 #이사 #주민작
 
 ◆ 트위치 생방송 https://www.twitch.tv/kimbangduck
 ◆ 문의 혹은 하고 싶은 말 kbd2018@naver.com
 ◆ 팬카페 https://cafe.naver.com/gyeonnim",1.09E+13
IZgOGO7gcYI,모여봐요 동물의숲 마일리지섬 종류와 특징 등장확률,640416,992,5714,https://i.ytimg.com/vi/IZgOGO7gcYI/hqdefault.jpg,"모여봐요 동물의숲 마일리지섬 종류와 특징 등장확률
 타란툴라섬 거대물고기섬 금광석섬 교배꽃섬 지느러미섬 돈바위섬
 
 마일리지섬 데이터마이닝 원문
 https://wuffs.org/acnh/mysterytour.html
 
 마일리지섬 세부정보 한글버전
 https://bbs.ruliweb.com/family/503/board/185109/read/6807
 
 보닌 동물의 숲 커뮤니티 카페 
 https://cafe.naver.com/bluegraysgdkb
 
 24시간 무+아이템 거래 채팅방
 https://www.youtube.com/watch?v=I-uZkxwGOXI
 
 보닌 문의
 allgook@gmail.com",9.93E+12
b4fRwityGsM,주민들 부끄럽게 만드는 법 📷 (모동숲),768519,99,23041,https://i.ytimg.com/vi/b4fRwityGsM/hqdefault.jpg,#모동숲 #shorts #모동숲TMI,9.92E+12
YetuM4WIT6I,[3분가이드] #모동숲 초심자를 위한 1일차~7일차 완전 정복!/모여봐요 동물의 숲,830604,963,8482,https://i.ytimg.com/vi/YetuM4WIT6I/hqdefault.jpg,"안녕하세요! 
 이번 영상은 모동숲을 처음 시작하시는 분들을위한 1일차~7일차 #가이드 영상입니다. 
 물량이 슬슬 풀려서 이제 막 시작하시는 분들이 계실 것 같은데요. 그동안 이래저래 정보로만 듣다가 플레이해보니 헷갈리시는 분들은 꼭 시청부탁드려요:)
 좀 더 쉽게 이해하실 수 있도록 목소리를 함께 넣었는데 생각보다 어렵네요. 조금 어설프지만 즐겁게 시청해주세요ㅎㅎ
 질문은 댓글로 남겨주세요. 
 오늘도 방문해주셔서 감사합니다. 좋은 하루 되세요.
 
 p.s. 내용이 조금 길어졌지만.. 구독자 수가 어느덧 120명이 되었어요, 구독해주신 분들 이렇게 행복을 주셔서 감사드립니다! 더 좋은 영상으로 찾아뵐게요ㅎㅎ",9.64E+12
Uz0UUC6Xpyc,[동물의숲] 주민이 섬을 떠나려고 한다면?! #모동숲,631533,93,13574,https://i.ytimg.com/vi/Uz0UUC6Xpyc/hqdefault.jpg,"모여봐요 동물의 숲, 주민이 섬을 떠나려고 한다면 어떡하면 좋을까요..
 선물공세를 해봐요
 
 #모동숲 #동물의숲 #피터 #주민 #닌텐도 #스위치 #쇼츠
 #shorts #switch #nintendo #animalcrossing",9.31E+12
1OoOaZQ4TU8,[모동숲] 주민에게 손절당하기 〔밀어서 인성해제〕,581590,860,5964,https://i.ytimg.com/vi/1OoOaZQ4TU8/hqdefault.jpg,"모동숲(모여봐요 동물의숲) 유튜버 쏨이 & 땀이 채널 입니다.
 あつ森（あつまれどうぶつの森）YouTuber ソミ、ダミのチャンネルでございます。
 ACNH(animal crossing new horizons) YouTuber Ssomi & Ddami Channel.
 
 💬 ENG SUB / 日本語字幕（じまく）
 📧 Email : ssomddamtv@naver.com
 🚫 영상 무단 사용 금지
 
 #あつ森 #acnh #모동숲 #동물의숲 #동숲",8.61E+12
rMfuiJs7WqI,※레전드※ 마일섬과 캠핑장에서 나온 주민의 정체 [모여봐요 동물의숲 28화],604286,790,4193,https://i.ytimg.com/vi/rMfuiJs7WqI/hqdefault.jpg,"#모동숲 #마일섬 #주민작
 
 ◆ 트위치 생방송 https://www.twitch.tv/kimbangduck
 ◆ 문의 혹은 하고 싶은 말 kbd2018@naver.com
 ◆ 팬카페 https://cafe.naver.com/gyeonnim",7.90E+12
vjlBok7EArE,모동숲 캠프노가다로 [느끼함] 성격 주민 모으는 방법 - 캠프장 주민 노가다 공략,393746,736,5266,https://i.ytimg.com/vi/vjlBok7EArE/hqdefault.jpg,"모여봐요 동물의 숲에서 캠프노가다를 하는 방법입니다.
 
 게임 초기 주민을 얻는 방법에 이어서
 
 주민 노가다 2탄입니다.
 
 흔히 캠프노가다, 캠노로 알려져있는 위시 주민 모으는 방법인데,
 
 주민 성격을 느끼함으로 잘나오게 하는 방법까지 다뤄봤습니다.
 
 제보 및 문의 : s309001@naver.com
 네이버 인플루언서 : https://in.naver.com/s309001
 네이버 블로그 : https://blog.naver.com/s309001",7.37E+12
jnTZpsToJIw,모동숲 주민이랑 셀카 찍는 법,756206,73,17634,https://i.ytimg.com/vi/jnTZpsToJIw/hqdefault.jpg,,7.32E+12
kkxZVewcs-Y,모여봐요 동물의 숲 주민 인기 순위 TOP20 국가별 비교 (한국vs일본vs미국vs중국),203773,665,1932,https://i.ytimg.com/vi/kkxZVewcs-Y/hqdefault.jpg,"모여봐요 동물의 숲 국가별 주민 인기 순위 TOP20
 이 순위를 참고하시고 주민 노가다를 하시면 돼겠죠?
 주민 이사에 성공하시기 바랍니다!
 한국, 일본, 미국, 중국 국가별로 주민 인기순위를 알아봤습니다.
 
 BGM : Lux-Inspira- Na Na Na
 일본 : https://gamewith.jp/atsumori/article/show/198606
 미국 : https://gamewith.net/animal-crossing-new-horizons/article/show/18171
 중국 : https://www.hk01.com",6.65E+12
dsp7V35eGlo,제 평생 위시가 마라도에 이사왔습니다,822285,631,8489,https://i.ytimg.com/vi/dsp7V35eGlo/hqdefault.jpg,"행운의 여신 아오니
 
 #아오니 #동물의숲 #모동숲 
 
 🏝섬 이름 : 아보카도🥑 / 마라도
 👩주민대표 : 아오니
 🌙꿈번지 : DA-2528-5743-8067 / DA-6351-3927-7264
 🌙해피홈 : RA-1157-2190-7226
 🌟‍인스타그램 : aonioni_
 🌟‍팬카페 : https://cafe.naver.com/aonioni
 
 [BGM 출처]
 🎵Music provided by 브금대통령
 🎵Track : 웃기고있네 - https://youtu.be/aY7VLF71pNM
 🎵Track : 도둑의 계획 - https://youtu.be/CKuI-6-Izhc
 🎵Track : 나는야 장난꾸러기 - https://youtu.be/MYLjqNApdTE
 🎵Track : 와 이거 뭔데 - https://youtu.be/7zswBFefpLU
 🎵Track : Chicken Run - https://youtu.be/Jxn_5jtrulA
 🎵Track : 집순이 - https://youtu.be/uiTv6WCOrAU
 
 Song : ODT SOUND - with my puppy
 Follow Artist : https://www.youtube.com/user/jjumini 
 Music promoted by DayDreamSound : https://youtu.be/Mk8SP4eixq4",6.32E+12
IR3QmpmU6PI,하루만에 인기주민 섬 만들기 [모동숲 댓글 플레이],288010,571,2649,https://i.ytimg.com/vi/IR3QmpmU6PI/hqdefault.jpg,"#모동숲 #인기주민 #이런거이제그만해
 
 
 🔴 견뭉 캐릭터가 그려진 그립톡과 마우스패드 판매 중! 🔴
 사러가기 http://www.lolqstore.com
 
 
 ◆ 트위치 생방송 : https://www.twitch.tv/kimbangduck
 ◆ 문의 혹은 하고 싶은 말 : kbd2018@naver.com
 ◆ 팬카페 : https://cafe.naver.com/gyeonnim
 ◆ 인스타 : gyeonmoung",5.71E+12
HS-e2sOv8pg,"캠핑장에 찾아온 레전드 주민, 결국 데려왔습니다",589373,564,9106,https://i.ytimg.com/vi/HS-e2sOv8pg/hqdefault.jpg,"로또 사러 갈게요
 
 #아오니 #동물의숲 #모동숲
 
 [정보]
 - 섬 : 아보카도 / 마라도
 - 꿈번지 : DA-2528-5743-8067 / DA-6351-3927-7264
 - 해피홈 : RA-1157-2190-7226
 - 인스타그램 : @aonioni_
 - 팬카페 : https://cafe.naver.com/aonioni
 - 문의 : aoni_37@naver.com
 
 [BGM 출처]
 🎵Music provided by 브금대통령 
 🎵Track : 귀여운 BGM 모음 2 - https://youtu.be/Gkh-wz-cHyg
 🎵Track : 웃기고있네 - https://youtu.be/aY7VLF71pNM
 🎵Track : 도둑의 계획 - https://youtu.be/CKuI-6-Izhc
 🎵Track : 나는야 장난꾸러기 - https://youtu.be/MYLjqNApdTE
 🎵Track : 3월의 불멍 - https://youtu.be/E5Veny7_QkQ
 🎵Track : Chicken Run - https://youtu.be/Jxn_5jtrulA
 🎵Track : 에어컨 아래에서 - https://youtu.be/f8nd8Fq90lU
 🎵Prod. 브금공방
 🎵Twins Play - https://www.youtube.com/watch?v=mbceBsVLmJE
 🎵Light steps - https://www.youtube.com/watch?v=5WJsJEpsVOs
 Song : ODT SOUND - with my puppy
 Follow Artist : https://www.youtube.com/user/jjumini 
 Music promoted by DayDreamSound : https://youtu.be/Mk8SP4eixq4",5.65E+12
dtP7RDBd618,싫어하는 주민보내고 피터 쭈니 잭슨 몇트에 나올까?]마일섬 주민노가다 모여봐요 동물의숲 Animal Crossing : New horizon,254729,546,1770,https://i.ytimg.com/vi/dtP7RDBd618/hqdefault.jpg,"#마일섬노가다 #동물의숲 #모동숲
 
 휴..어제 진짜 집나간 쭈니때문에 너무 우울했다. 
 
 - L I V E - 
 생방송은 매주 화목 밤 9시 트위치/유튜브에서!
 https://www.twitch.tv/asabopp_
 
 📽 edited by. Asa 에이사
 이 영상의 저작권은 Asa 에이사 에게 있습니다.
 Copyrightⓒ2020 Asa All rights reserved.",5.46E+12
OOuZf5bxLL4,[모동숲] 쭈니의 하루일과 / 인기주민 1위 쭈니의 하루에 대해서 알아보자!,161003,538,2199,https://i.ytimg.com/vi/OOuZf5bxLL4/hqdefault.jpg,"오랜만에 하루일과 시리즈입니다!
 하루일과 시리즈를 좋아해주시는 로나딩 여러분들 감사해요❤
 -
 ♥메로나 트위치 생방송 https://www.twitch.tv/s_s_you
 ♥메로나 후원 http://twip.kr/donate/s_s_you
 ♥메로나 팬심 https://fancim.me/celeb/profile.aspx?cu_id=melona
 ♥메로나 이메일 tvmelona@gmail.com
 
 ♥편집 메로나
 ♥인트로 브금 Jensation - Delicious",5.38E+12
BPO56tD3q0E,모동숲 절대로 하면 안되는 행동 2가지 (데이터 백업 불가 & 세이브 데이터 손상 버그),560637,485,5176,https://i.ytimg.com/vi/BPO56tD3q0E/hqdefault.jpg,"모여봐요 동물의 숲은 데이터 백업 기능을 지원해주지 않습니다.(아직)
 
 곧 닌텐도 클라우드 서비스가 지원될 예정이나 구체적인 시점이 언제가 될지 미정입니다.
 
 또한, 잘못된 습관으로 세이브 데이터 손상 버그가 발생할 수 있는 내용을 담았습니다.
 
 네이버 블로그 : https://blog.naver.com/s309001",4.86E+12
EDj6YXld44U,"모동숲 이사를 강제로 보내는 방법 알려드립니다 'ㅁ'【모동숲 주민이사,모여봐요 동물의숲】",518657,478,3544,https://i.ytimg.com/vi/EDj6YXld44U/hqdefault.jpg,"모동숲 이사를 강제로 보내는 방법 알려드립니다 'ㅁ'【모동숲 주민이사,모여봐요 동물의숲】
 
 #모동숲 #모여봐요동물의숲 #동물의숲
 
 
 연락처:xalsrb@naver.com
 
 문의는 위 연락처로 대화 주시면 됩니다
 
 
 
 게임 전문 // 다다TV에 오신것을 환영합니다.
 
 
 
 모바일 aos 게임 전 프로게이머 다다 입니다.
 
 
 
 ▶ 제 허락없이 영상을 사용하는 행위는 어떠한 경우에도 절대 금지합니다. ◀",4.78E+12
wd5Pt5zonIU,1티어 주민 데려오기 쉽던데요? [자빱TV / 모동숲],310333,470,4998,https://i.ytimg.com/vi/wd5Pt5zonIU/hqdefault.jpg,"📺 실시간 생방송 : 유튜브 저녁 7:30 ~ 새벽 1:00
 📺 휴방 : 월, 목요일 (추가 휴방시 유튜브 커뮤니티 & 팬카페에 공지)
 
 💎 후원 : 투네이션 https://toon.at/donate/jappaptv
 💎 VIP 멤버십 가입 : https://www.youtube.com/channel/UCwT_iMjmRsnAitwgpaR1Tqw/join
 💎 비즈니스 컨택 : support@jappaptv.com
 (방송 피드백, 건의 등은 읽지 않고 스팸처리합니다)
 💎 팬카페 : http://cafe.daum.net/jappapcinema
 
 🔔 팬카페에서 가장 빠르게 다시보기를 보실 수 있습니다
 🔔 구독 후 알람 버튼을 눌러주시면 영상을 바로 받아보실 수 있습니다
 
 🎬 편집: 무브
 
 #모동숲 #비앙카 #1티어
 
 
 :musical_note:Music provided by 브금대통령
 :musical_note:Track : Confusing Road - https://youtu.be/ydPppyQQdPc",4.70E+12
Clow-HQTaHY,모동숲 주민 강제이사 보내면서 인기주민 데려오는 방법//캠프노가다,387402,447,3249,https://i.ytimg.com/vi/Clow-HQTaHY/hqdefault.jpg,"모동숲 주민 강제이사 보내면서 인기주민 데려오는 방법//캠프노가다
 
 #모동숲 #AnimalCrossing #동물의숲
 
 연락처:xalsrb@naver.com
 문의는 위 연락처로 대화 주시면 됩니다
 
 게임 전문 // 다다TV에 오신것을 환영합니다.
 
 모바일 aos 게임 전 프로게이머 다다 입니다.
 
 ▶ 제 허락없이 영상을 사용하는 행위는 어떠한 경우에도 절대 금지합니다. ◀",4.47E+12
IGsD4tyQwmc,[모동숲] 마일섬 두 번 만에 쭈니가🐰❤!!!!! 9번째 주민 데려오기 대작전! ACNH Marshal,129850,429,1680,https://i.ytimg.com/vi/IGsD4tyQwmc/hqdefault.jpg,"안녕하세요 매동이입니다 :)
 
 별 생각없이 오늘은 9번째 주민이나 데려와야겠다! 라고 다짐하구 마일리지를 긁어모아 마일섬에 갔는데 글쎄 두 번 만에 쭈니가 나왔어요..!! 꺄아아아 
 
 집터 관련 부족한 지식으로 스톡을 두 마리나 받게 돼서..ㅠㅠ 벌써 10마리가 꽉 차버렸어요. 마일섬에서 랜덤하게 아이들을 만나는 그 두근두근 설레는 재미를 주민들이 이사 갈 때까지 앞으로 못 느낀다니.. 몹시 속상하기도 하지만 또 이런 좋은 일도 생기네요 !!ㅎㅎ 지인분의 마을에서 스톡으로 들어온 10번째 친구인 티미와도 잘 지내보겠습니다!! 친절한 주민이 과하게 많긴한데... 그래두 귀엽더라구요ㅎㅎ 
 
 여러분들은 토지 판매에 대해 잘 알아보고 집터 정하세요ㅠㅠ 스톡와요ㅠㅠ 확률이 튀동숲때에 비해 몹시 높아진것 같아요..!
 
 
 💜구독 / 좋아요 / 알림 설정을 해주시면 큰 힘이 됩니다💜
 ━━━━━━━━━━━━━━
 📺매동이 생방송 보러가기- https://www.youtube.com/c/maedonggame
 📍Email- maedonghouse@gmail.com
 📍Instagram- @maedongee
 ━━━━━━━━━━━━━━
 #쭈니 #모여봐요동물의숲 #마일섬
 
 This video is posted with permission to use Nintendo’s copyrighted material",4.29E+12
F1CHSn3JViI,[모동숲] 동숲에 좀비가 나타났다!? 😦 마을 주민들이 총을 들고 좀비를 무찌르는 어딘가 이상한 동물의 숲 5탄,558690,408,5702,https://i.ytimg.com/vi/F1CHSn3JViI/hqdefault.jpg,"안녕하세요 모양몬입니다!
 오늘은 어딘가 이상한 동물의숲 시리즈 5탄!
 어딘가 아주 많~이 이상한 동물의숲 입니다!!
 
 우리 섬에 좀비가 나타났다면 ?!
 마을주민이 모두 좀비로 변하고 남아있는 주민들이
 총을 들고 좀비를 무찌르는 신기하고 재밌는 게임입니다!
 
 재미있게 시청해주세요 💕
 
 *저같은 쫄보도 재밌게 즐길 수 있는 게임이지만,
 혹시라도 좀비 이런거 많이 무서워하시는 분들은 조심히 봐주세용!
 
 
 💎 Twitch게임방송도 하고있답니다 
 ""모양몬""검색하고 보러와주세요 ♡
 https://www.twitch.tv/moyangmon
 
 💎 모양몬 구독하기 :) ♥
 https://www.youtube.com/c/모양몬Moyangmon
 
 💎모양몬과 소통하기 트게더 :)
 https://tgd.kr/moyangmon
 
 
 
 
 
 
 
 #모동숲",4.09E+12
YNOL5JWyKOw,하루 종일 애플이만 괴롭혀봤습니다ㅋㅋㅋㅋㅋㅋㅋ,726967,407,8524,https://i.ytimg.com/vi/YNOL5JWyKOw/hqdefault.jpg,"그만 귀여워라 김애플
 
 #아오니 #동물의숲 #모동숲 
 
 🏝섬 이름 : 아보카도🥑 / 마라도
 👩주민대표 : 아오니
 🌙꿈번지 : DA-2528-5743-8067 / DA-6351-3927-7264
 🌙해피홈 : RA-1157-2190-7226
 🌟‍인스타그램 : aonioni_
 🌟‍팬카페 : https://cafe.naver.com/aonioni
 
 [BGM 출처]
 🎵Music provided by 브금대통령
 🎵Track : 귀여운 BGM 모음 2 - https://youtu.be/Gkh-wz-cHyg 
 🎵Track : 웃기고있네 - https://youtu.be/aY7VLF71pNM
 🎵Track : 도둑의 계획 - https://youtu.be/CKuI-6-Izhc
 🎵Track : 나는야 장난꾸러기 - https://youtu.be/MYLjqNApdTE
 🎵Track : 이게 머선129 - https://youtu.be/gOtwGaQUbzM
 🎵Track : 맛있는 냄새 - https://youtu.be/E4ZyeUwV6-A
 🎵Track : Brunch II - https://youtu.be/XlhBXAMHUz8
 🎵Track : Chicken Run - https://youtu.be/Jxn_5jtrulA
 🎵Track : 오리가족의 외출 - https://youtu.be/g84nkO4afvM
 🎵Track : 에어컨 아래에서 - https://youtu.be/f8nd8Fq90lU
 🎵Track : 간식 - https://youtu.be/jWFZR8vPaTY
 🎵Track : 새해에는 - https://youtu.be/bINZIdlQTj0
 🎵Track : 뉘예뉘예 - https://youtu.be/r0zC62qBm_w
 🎵Track : 뚱이는 못말려 - https://youtu.be/650XS7TLVvY
 
 Song : ODT SOUND - with my puppy
 Follow Artist : https://www.youtube.com/user/jjumini 
 Music promoted by DayDreamSound : https://youtu.be/Mk8SP4eixq4",4.08E+12
LgCo4FdNFmE,[모동숲] 마일노가다! 티켓 270장으로 출발해서 만난 새로운 주민은? ㅣ ACNH Miles Tickets,157353,397,1283,https://i.ytimg.com/vi/LgCo4FdNFmE/hqdefault.jpg,"바닐라가 우리 섬을 떠났어요 😢
 아쉬운 마음을 달래며, 새로운 친절 주민을 데려오기 위한 마일섬 노가다 시작!",3.97E+12
